trn_size,trn_time_hrs,lpips,ssim,psnr
27000,60,0.44604727625846863,0.17138338088989258,13.03609561920166
5000,30,0.4852714538574219,0.1705232709646225,13.11080837249756
15000,30,0.4962202310562134,0.1614106297492981,13.104121208190918
20000,30,0.5127764940261841,0.1665278673171997,13.1216402053833
10000,30,0.515754222869873,0.1650642454624176,12.645977020263672
