ddim,lr,use_cos_sche,use_ema,lpips,ssim,psnr
0.5,0.0001,False,False,0.44604727625846863,0.17138338088989258,13.03609561920166
0.75,1e-05,False,False,0.5848165154457092,0.13963106274604797,12.206772804260254
0.25,1e-05,False,False,0.6316825151443481,0.12199950963258745,12.080865859985352
0.5,1e-05,True,False,0.6885690689086914,0.1221526563167572,10.697734832763672
0.5,1e-05,False,False,0.6893279552459717,0.0916784480214119,9.877355575561523
0.5,1e-05,False,True,0.6981697082519531,0.11958453804254532,11.396475791931152
0.0,1e-05,False,False,0.7796162366867065,0.061185918748378754,10.066695213317873
0.5,2.75e-06,False,False,0.8321104645729065,0.09092304855585098,10.220429420471191
